invoice_date,SKUCode,Description,volume
12/30/2025,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,16
12/30/2025,1225121716010SXC10,NA,20
12/30/2025,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,508
12/30/2025,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,4
12/30/2025,1225221716010SXC10,NA,3
12/30/2025,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,8
12/30/2025,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,34
12/30/2025,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,26
12/30/2025,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,27
12/30/2025,1325119015008SRBT0,195 R15 LT RANGER BRT TT,8
12/30/2025,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,11
12/30/2025,1325121715100SRBT0,NA,3
12/30/2025,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),34
12/30/2025,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,61
12/30/2025,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,9
12/30/2025,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,65
12/30/2025,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,8
12/30/2025,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,43
12/30/2025,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,24
12/30/2025,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,6
12/30/2025,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,24
12/30/2025,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,120
12/30/2025,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,68
12/30/2025,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,1
12/30/2025,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,15
12/30/2025,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,12
12/30/2025,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,131
12/30/2025,1325216614081SUTR0,NA,90
12/30/2025,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,434
12/30/2025,1325216814085SUTR0,165/80R14 UX TOURING TL,70
12/30/2025,1325216814085TURL0,16580R14 UX ROYALE TL,176
12/30/2025,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,14
12/30/2025,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,74
12/30/2025,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,5
12/30/2025,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,40
12/30/2025,1325218515088HTMX0,185/65 R15 TAXI MAX TL,94
12/30/2025,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,1
12/30/2025,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,85
12/30/2025,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,34
12/30/2025,1325218614088HURL0,185/70R14 UX Royale,0
12/30/2025,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,50
12/30/2025,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,4
12/30/2025,1325219316087VUTR0,195/55R16 UX TOURING TL,94
12/30/2025,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,64
12/30/2025,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,3
12/30/2025,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,81
12/30/2025,1325220516095HTMX0,NA,15
12/30/2025,1325220516095HUTR0,205/65R16UX TOURING TL 95H,19
12/30/2025,1325221317098VUX10,215/55R17UX1 TL 98 V,6
12/30/2025,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,218
12/30/2025,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,73
12/30/2025,1325221715100SRHT0,215/75 R 15 RANGER HT TL,157
12/30/2025,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,6
12/30/2025,1325223517104HRHT0,235/65R17 RANHER HT TL,46
12/30/2025,1325223517104HRPG0,NA,5
12/30/2025,1325223616105HRHT0,235/70R16 Ranger HT TL,2
12/30/2025,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,6
12/30/2025,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,9
12/30/2025,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,28
12/30/2025,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,17
12/30/2025,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,16
12/30/2025,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,71
12/30/2025,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,10
12/31/2025,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,4
12/31/2025,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,26
12/31/2025,1225121716010SXC10,NA,8
12/31/2025,1225121Z14112LSTL0,215 R14 STEEL KING TT,1
12/31/2025,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,4
12/31/2025,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,455
12/31/2025,1225175016012NJTL0,7.50R16 LT JUH STEEL TT,150
12/31/2025,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,-2
12/31/2025,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,100
12/31/2025,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,19
12/31/2025,1225221716010SXC10,NA,173
12/31/2025,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,102
12/31/2025,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,59
12/31/2025,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,171
12/31/2025,1325119015008SRBT0,195 R15 LT RANGER BRT TT,2
12/31/2025,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,7
12/31/2025,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,33
12/31/2025,1325121715100SRBT0,NA,4
12/31/2025,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,1
12/31/2025,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),25
12/31/2025,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,32
12/31/2025,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,2
12/31/2025,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,4
12/31/2025,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,4
12/31/2025,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,3
12/31/2025,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,85
12/31/2025,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,8
12/31/2025,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,64
12/31/2025,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,49
12/31/2025,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,42
12/31/2025,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,29
12/31/2025,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,202
12/31/2025,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,86
12/31/2025,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,2
12/31/2025,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,16
12/31/2025,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,20
12/31/2025,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,206
12/31/2025,1325216614081SUTR0,NA,102
12/31/2025,1325216614081TVECE,NA,540
12/31/2025,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,440
12/31/2025,1325216814085SUTR0,165/80R14 UX TOURING TL,144
12/31/2025,1325216814085TURL0,16580R14 UX ROYALE TL,1048
12/31/2025,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,11
12/31/2025,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,1
12/31/2025,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),5
12/31/2025,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,1000
12/31/2025,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,181
12/31/2025,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,18
12/31/2025,1325217515084HURP0,NA,1
12/31/2025,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,1
12/31/2025,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,1
12/31/2025,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,1
12/31/2025,1325218414082HUSP0,NA,100
12/31/2025,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,102
12/31/2025,1325218514086HURL0,185/65R14 UX Royale,60
12/31/2025,1325218515088HTMX0,185/65 R15 TAXI MAX TL,306
12/31/2025,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,240
12/31/2025,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,6
12/31/2025,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,136
12/31/2025,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,50
12/31/2025,1325218614088TVECE,185/70R14 Vectra,100
12/31/2025,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,130
12/31/2025,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,7
12/31/2025,1325219316087VUTR0,195/55R16 UX TOURING TL,124
12/31/2025,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,175
12/31/2025,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,394
12/31/2025,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,56
12/31/2025,1325220516095HTMX0,NA,103
12/31/2025,1325220516095HUTR0,205/65R16UX TOURING TL 95H,32
12/31/2025,1325221317098VUX10,215/55R17UX1 TL 98 V,1
12/31/2025,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,159
12/31/2025,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,107
12/31/2025,1325221715100SRHT0,215/75 R 15 RANGER HT TL,178
12/31/2025,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,314
12/31/2025,1325223517104HRHT0,235/65R17 RANHER HT TL,95
12/31/2025,1325223517104HRPG0,NA,10
12/31/2025,1325223616105HRHT0,235/70R16 Ranger HT TL,4
12/31/2025,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,7
12/31/2025,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,147
12/31/2025,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,92
12/31/2025,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,10
12/31/2025,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,26
12/31/2025,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,75
12/31/2025,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,26
1/1/2026,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,1
1/1/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,64
1/1/2026,1225121716010SXC10,NA,103
1/1/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,175
1/1/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,5
1/1/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,40
1/1/2026,1225221716010SXC10,NA,14
1/1/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,104
1/1/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,8
1/1/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,71
1/1/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,24
1/1/2026,1325121715100SRBT0,NA,4
1/1/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,2
1/1/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),34
1/1/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,54
1/1/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,11
1/1/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,8
1/1/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,5
1/1/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,81
1/1/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,7
1/1/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,61
1/1/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,23
1/1/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,25
1/1/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,52
1/1/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,84
1/1/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,68
1/1/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,-1
1/1/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,22
1/1/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,41
1/1/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,153
1/1/2026,1325216614081SUTR0,NA,44
1/1/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,270
1/1/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,98
1/1/2026,1325216814085TURL0,16580R14 UX ROYALE TL,114
1/1/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,7
1/1/2026,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),5
1/1/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,91
1/1/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,3
1/1/2026,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,3
1/1/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,39
1/1/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,106
1/1/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,10
1/1/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,95
1/1/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,19
1/1/2026,1325218614088HURL0,185/70R14 UX Royale,3
1/1/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,18
1/1/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,97
1/1/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,42
1/1/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,3
1/1/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,81
1/1/2026,1325220516095HTMX0,NA,43
1/1/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,28
1/1/2026,1325221317098VUX10,215/55R17UX1 TL 98 V,2
1/1/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,108
1/1/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,72
1/1/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,162
1/1/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,29
1/1/2026,1325223517104HRPG0,NA,1
1/1/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,1
1/1/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,9
1/1/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,4
1/1/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,21
1/1/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,10
1/1/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,17
1/1/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,63
1/1/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,15
1/2/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,107
1/2/2026,1225121716010SXC10,NA,9
1/2/2026,1225121Z14112LSTL0,215 R14 STEEL KING TT,2
1/2/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,202
1/2/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,622
1/2/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,1
1/2/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,529
1/2/2026,1225221716010SXC10,NA,209
1/2/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,2
1/2/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,82
1/2/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,31
1/2/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,117
1/2/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,2
1/2/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,1
1/2/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,44
1/2/2026,1325121715100SRBT0,NA,22
1/2/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,2
1/2/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),25
1/2/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,116
1/2/2026,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,1
1/2/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,15
1/2/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,3
1/2/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,8
1/2/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,121
1/2/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,16
1/2/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,73
1/2/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,39
1/2/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,20
1/2/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,63
1/2/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,213
1/2/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,112
1/2/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,1
1/2/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,24
1/2/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,38
1/2/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,139
1/2/2026,1325216614081SUTR0,NA,108
1/2/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,508
1/2/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,93
1/2/2026,1325216814085TURL0,16580R14 UX ROYALE TL,152
1/2/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,10
1/2/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,4
1/2/2026,1325217514082HURL2,NA,8
1/2/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,122
1/2/2026,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,0
1/2/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,16
1/2/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,80
1/2/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,196
1/2/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,11
1/2/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,100
1/2/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,36
1/2/2026,1325218614088HURL0,185/70R14 UX Royale,2
1/2/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,28
1/2/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,13
1/2/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,141
1/2/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,260
1/2/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,79
1/2/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,7
1/2/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,77
1/2/2026,1325220516095HTMX0,NA,98
1/2/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,50
1/2/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,199
1/2/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,75
1/2/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,253
1/2/2026,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,1
1/2/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,107
1/2/2026,1325223517104HRPG0,NA,21
1/2/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,9
1/2/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,19
1/2/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,11
1/2/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,20
1/2/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,27
1/2/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,11
1/2/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,70
1/2/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,26
1/3/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,153
1/3/2026,1225121716010SXC10,NA,35
1/3/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,-45
1/3/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,1511
1/3/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,2
1/3/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,7
1/3/2026,1225221716010SXC10,NA,157
1/3/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,6
1/3/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,586
1/3/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,48
1/3/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,131
1/3/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,-1
1/3/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,1
1/3/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,86
1/3/2026,1325121715100SRBT0,NA,9
1/3/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,8
1/3/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),20
1/3/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,132
1/3/2026,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,-1
1/3/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,9
1/3/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,11
1/3/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,9
1/3/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,2
1/3/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,148
1/3/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,39
1/3/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,72
1/3/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,50
1/3/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,28
1/3/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,33
1/3/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,244
1/3/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,245
1/3/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,1
1/3/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,9
1/3/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,26
1/3/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,198
1/3/2026,1325216614081SUTR0,NA,137
1/3/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,704
1/3/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,115
1/3/2026,1325216814085TURL0,16580R14 UX ROYALE TL,364
1/3/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,7
1/3/2026,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),2
1/3/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,167
1/3/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,20
1/3/2026,1325217515084HURP0,NA,5
1/3/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,111
1/3/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,354
1/3/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,17
1/3/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,161
1/3/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,67
1/3/2026,1325218614088HURL0,185/70R14 UX Royale,1
1/3/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,44
1/3/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,159
1/3/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,64
1/3/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,7
1/3/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,58
1/3/2026,1325220516095HTMX0,NA,85
1/3/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,49
1/3/2026,1325221317098VUX10,215/55R17UX1 TL 98 V,20
1/3/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,208
1/3/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,98
1/3/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,265
1/3/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,87
1/3/2026,1325223517104HRPG0,NA,14
1/3/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,43
1/3/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,18
1/3/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,0
1/3/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,69
1/3/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,35
1/3/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,42
1/3/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1612
1/3/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,38
1/4/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,2
1/4/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,349
1/4/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,500
1/4/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,511
1/4/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,20
1/4/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,250
