invoice_date,SKUCode,Description,volume
1/22/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,1
1/22/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,260
1/22/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,322
1/22/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,30
1/22/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,8
1/22/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,167
1/22/2026,1325220516095HTMX0,NA,194
1/22/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,426
1/22/2026,1325221317098VUX10,215/55R17UX1 TL 98 V,5
1/22/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,564
1/22/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,395
1/22/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,395
1/22/2026,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,15
1/22/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,126
1/22/2026,1325223517104HRPG0,NA,15
1/22/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,42
1/22/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,69
1/22/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,61
1/22/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,115
1/22/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,4
1/22/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,48
1/22/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1316
1/22/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,11
1/23/2026,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,1
1/23/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,297
1/23/2026,1225121716010SXC10,NA,9
1/23/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,320
1/23/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,1682
1/23/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,170
1/23/2026,1225221716010SXC10,NA,180
1/23/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,58
1/23/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,41
1/23/2026,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,168
1/23/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,579
1/23/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,194
1/23/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,605
1/23/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,51
1/23/2026,1325121715100SRBT0,NA,3
1/23/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),14
1/23/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,144
1/23/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,304
1/23/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,700
1/23/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,32
1/23/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,149
1/23/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,174
1/23/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,560
1/23/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,21
1/23/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,1341
1/23/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,61
1/23/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,66
1/23/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,165
1/23/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,786
1/23/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,422
1/23/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,34
1/23/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,46
1/23/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,360
1/23/2026,1325216614081SUTR0,NA,372
1/23/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1294
1/23/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,406
1/23/2026,1325216814085TURL0,16580R14 UX ROYALE TL,427
1/23/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,3
1/23/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,154
1/23/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,46
1/23/2026,1325217515084HURP0,NA,9
1/23/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,73
1/23/2026,1325218514086HURL0,185/65R14 UX Royale,1600
1/23/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,734
1/23/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,9
1/23/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,279
1/23/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,78
1/23/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,16
1/23/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,240
1/23/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,133
1/23/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,50
1/23/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,5
1/23/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,87
1/23/2026,1325220516095HTMX0,NA,247
1/23/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,24
1/23/2026,1325221317098VUX10,215/55R17UX1 TL 98 V,4
1/23/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,396
1/23/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,272
1/23/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,395
1/23/2026,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,196
1/23/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,183
1/23/2026,1325223517104HRPG0,NA,22
1/23/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,63
1/23/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,53
1/23/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,10
1/23/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,350
1/23/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,5
1/23/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,53
1/23/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1288
1/23/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,7
1/24/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,737
1/24/2026,1225121716010SXC10,NA,29
1/24/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,615
1/24/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,7516
1/24/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,912
1/24/2026,1225221716010SXC10,NA,99
1/24/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,5
1/24/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,382
1/24/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,61
1/24/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,844
1/24/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,249
1/24/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,1150
1/24/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,165
1/24/2026,1325121715100SRBT0,NA,32
1/24/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,5
1/24/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),43
1/24/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,627
1/24/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,35
1/24/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,100
1/24/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,64
1/24/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,121
1/24/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,376
1/24/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,2525
1/24/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,33
1/24/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,3165
1/24/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,57
1/24/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,213
1/24/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,421
1/24/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,599
1/24/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,768
1/24/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,0
1/24/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,51
1/24/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,124
1/24/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,1053
1/24/2026,1325216614081SUTR0,NA,593
1/24/2026,1325216614081TVECE,NA,12
1/24/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,2478
1/24/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,445
1/24/2026,1325216814085TURL0,16580R14 UX ROYALE TL,904
1/24/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,851
1/24/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,8
1/24/2026,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),5
1/24/2026,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,3750
1/24/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,757
1/24/2026,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,2
1/24/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,79
1/24/2026,1325217515084HURP0,NA,28
1/24/2026,1325217614084HURL2,175/70 R 14 UX ROYALE TL 84 H LOW WT.,3480
1/24/2026,1325217614084HURL2,175/70 R14 UX ROYALE TL 84 H,3480
1/24/2026,1325218414082HUSP0,NA,6
1/24/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,173
1/24/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,2319
1/24/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,18
1/24/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,607
1/24/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,425
1/24/2026,1325218614088HURL0,185/70R14 UX Royale,12
1/24/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,861
1/24/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,17
1/24/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,774
1/24/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,587
1/24/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,42
1/24/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,2
1/24/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,326
1/24/2026,1325220516095HTMX0,NA,303
1/24/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,56
1/24/2026,1325221317098VUX10,215/55R17UX1 TL 98 V,8
1/24/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,1628
1/24/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,1982
1/24/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,819
1/24/2026,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,538
1/24/2026,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,-2
1/24/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,350
1/24/2026,1325223517104HRPG0,NA,33
1/24/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,99
1/24/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,125
1/24/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,9
1/24/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,1151
1/24/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,6
1/24/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,110
1/24/2026,1D25212812086FXPC0,120/80R12 ULTIMA XPC TL,107
1/24/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,151
1/24/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,47
1/25/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,3
1/25/2026,1225121716010SXC10,NA,1
1/25/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,289
1/25/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,4
1/25/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,8
1/25/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,12
1/25/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,42
1/25/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,3
1/25/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,250
1/25/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,8
1/25/2026,1325121715100SRBT0,NA,1
1/25/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,36
1/25/2026,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,2
1/25/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,550
1/25/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,800
1/25/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,10
1/25/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,13
1/25/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,50
1/25/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,6
1/25/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2555
1/25/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,3
1/25/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,12
1/25/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,11
1/25/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,26
1/25/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,16
1/25/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,9
1/25/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,68
1/25/2026,1325216614081SUTR0,NA,46
1/25/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,166
1/25/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,33
1/25/2026,1325216814085TURL0,16580R14 UX ROYALE TL,29
1/25/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,6
1/25/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,7
1/25/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,800
1/25/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,14
1/25/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,105
1/25/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,30
1/25/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,26
1/25/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,121
1/25/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,8
1/25/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,35
1/25/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,7
1/25/2026,1325220516095HTMX0,NA,9
1/25/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,4
1/25/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,235
1/25/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,67
1/25/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,12
1/25/2026,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,9
1/25/2026,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,2
1/25/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,11
1/25/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,2
1/25/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,5
1/25/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,5
1/25/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1051
1/25/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,7
1/26/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,5
1/26/2026,1225121716010SXC10,NA,7
1/26/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,59
1/26/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,10
1/26/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,505
1/26/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,2
1/26/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,5
1/26/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,7
1/26/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,14
1/26/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,256
1/26/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,6
1/26/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,4
1/26/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,1
1/26/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,39
1/26/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,3
1/26/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,508
1/26/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,3
1/26/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,1
1/26/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,19
1/26/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,29
1/26/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,31
1/26/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,2
1/26/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,2
1/26/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,3
1/26/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,12
1/26/2026,1325216614081SUTR0,NA,18
1/26/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,92
1/26/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,24
1/26/2026,1325216814085TURL0,16580R14 UX ROYALE TL,16
1/26/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,23
1/26/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,6
1/26/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,9
1/26/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,35
1/26/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,43
1/26/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,29
1/26/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,2
1/26/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,2
1/26/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,29
1/26/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,3
1/26/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,2
1/26/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,13
1/26/2026,1325220516095HTMX0,NA,8
1/26/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,15
1/26/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,16
1/26/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,9
1/26/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,6
1/26/2026,1325223517104HRPG0,NA,1
1/26/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,2
1/26/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,7
1/26/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,2
1/26/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1258
1/27/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,204
1/27/2026,1225121716010SXC10,NA,30
1/27/2026,1225121Z14112LSTL0,215 R14 STEEL KING TT,12
1/27/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,840
1/27/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,1812
1/27/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,26
1/27/2026,1225221716010SXC10,NA,8
1/27/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,2
1/27/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,554
1/27/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,84
1/27/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,345
1/27/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,110
1/27/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,15
1/27/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,64
1/27/2026,1325121715100SRBT0,NA,22
1/27/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,3
1/27/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),8
1/27/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,171
1/27/2026,1325123715105SRXT0,235/75 R 15 RANGER X-AT TT,1
1/27/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,21
1/27/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,200
1/27/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,27
1/27/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,66
1/27/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,136
1/27/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,322
1/27/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,3
1/27/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2702
1/27/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,36
1/27/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,32
1/27/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,205
1/27/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,398
1/27/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,289
1/27/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,28
1/27/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,62
1/27/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,489
1/27/2026,1325216614081SUTR0,NA,306
1/27/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,958
1/27/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,284
1/27/2026,1325216814085TURL0,16580R14 UX ROYALE TL,393
1/27/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,4
1/27/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,178
1/27/2026,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,5
1/27/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,9
1/27/2026,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,2
1/27/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,137
1/27/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,420
1/27/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,1
1/27/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,225
1/27/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,131
1/27/2026,1325218614088HURL0,185/70R14 UX Royale,2
1/27/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,101
1/27/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,8
1/27/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,259
1/27/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,40
1/27/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,25
1/27/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,6
1/27/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,169
1/27/2026,1325220516095HTMX0,NA,134
1/27/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,25
1/27/2026,1325221317098VUX10,215/55R17UX1 TL 98 V,3
1/27/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,295
1/27/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,158
1/27/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,453
1/27/2026,1325221715100SRXT0,215/75 R 15 RANGER X-AT TL,49
1/27/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,154
1/27/2026,1325223517104HRPG0,NA,8
1/27/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,24
1/27/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,43
1/27/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,17
1/27/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,147
1/27/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,4
1/27/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,1631
1/27/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,484
1/27/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,56
1/28/2026,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,2
1/28/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,722
1/28/2026,1225121716010SXC10,NA,174
1/28/2026,1225121Z14112LSTL0,215 R14 STEEL KING TT,1
1/28/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,570
1/28/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,3218
1/28/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,7
1/28/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,1158
1/28/2026,1225221716010SXC10,NA,186
